id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
15279396,Affordable 2 Bedroom on the UES!!!,31760754003,unconfirmed,Zoe,Manhattan,Upper East Side,40.76644,-73.95486,United States,US,False,strict,Entire home/apt,2020.0,$793 ,$159 ,3.0,3.0,9/28/2017,0.13,2.0,1.0,0.0,No shoes on in the house. My home is 420 friendly yet no cigarettes. You will not have access to a key but you will be able to come and go freely.,
7038527,The real deal 2 blox away from CP!,90229697711,unconfirmed,Miklos,Manhattan,Harlem,40.8022,-73.95737,United States,US,False,moderate,Private room,2008.0,$641 ,$128 ,4.0,2.0,10/26/2015,0.04,1.0,1.0,192.0,No smoking.,
16112816,Bushwick Oasis,9820672477,unconfirmed,Merrily,Brooklyn,Williamsburg,40.70443,-73.93039,United States,US,False,flexible,Private room,2011.0,$987 ,$197 ,2.0,71.0,6/26/2019,3.65,5.0,1.0,249.0,"Quiet Respectful, clean & organized Nice to my cat Can't arrive after 1 am to check in",
47275239,"Nostrand Ave & St Johns, Dble room in shared apt.",73343653149,unconfirmed,Edward,Brooklyn,Crown Heights,40.67249,-73.94933,United States,US,False,moderate,Private room,2015.0,$81 ,$16 ,3.0,1.0,10/8/2017,0.05,2.0,1.0,0.0,,
19070935,BROOKLYN Quiet Den,62257977487,verified,Alex,Brooklyn,Canarsie,40.64795,-73.89337,United States,US,False,flexible,Private room,2014.0,$554 ,$111 ,2.0,36.0,6/16/2019,2.76,5.0,1.0,144.0,,
14441557,"Expensive, Small place, but it is 100% clean",57908611322,unconfirmed,Alon,Manhattan,Lower East Side,40.71043,-73.98174,United States,US,False,flexible,Private room,2004.0,$500 ,$100 ,1.0,0.0,,,2.0,1.0,0.0,"Please, no smoking inside the building or on the porches.  Due to sensitivities, we ask that you not use perfume, cologne, or aerosol products in the house. No parties. No illegal drug use.  We are an eco-friendly family and appreciate your help in recycling (bin in the kitchen) and turning off lights, fans, heating/AC, etc. when not in use.  Please lock all doors of the building behind you.  Common areas will be cleaned daily and your help in keeping them tidy is appreciated. (But please feel free to let us do your dishes!)",
42862362,Private Ground Floor Studio Apartment Near JFK/LGA,63824953750,verified,Shanie,Queens,Jamaica,40.69961,-73.81264,United States,US,True,strict,Entire home/apt,2018.0,"$1,076 ",$215 ,1.0,79.0,7/1/2019,3.01,5.0,2.0,63.0,"Absolutely, No Smoking, No parties.",
31437484,Central Park beauty,69583607168,unconfirmed,Stanton,Manhattan,Upper West Side,40.79071,-73.96779,United States,US,False,moderate,Entire home/apt,2008.0,"$1,033 ",$207 ,90.0,29.0,2/7/2022,0.31,4.0,4.0,294.0,,
40759204,Huge bedroom in Brooklyn duplex!,98196195796,verified,Nisa,Brooklyn,Crown Heights,40.67195,-73.95535,United States,US,True,strict,Private room,2018.0,$847 ,$169 ,3.0,8.0,10/10/2016,0.17,5.0,1.0,0.0,,
38320799,Williamsburg/Greenpoint Townhome Design Apartment,8824628252,unconfirmed,Joseph,Brooklyn,Greenpoint,40.72589,-73.95298,United States,US,True,moderate,Entire home/apt,2019.0,$515 ,$103 ,3.0,74.0,3/18/2020,1.25,4.0,1.0,202.0,,
47904309,Private Room in Upper West Side,18636947025,verified,Ruokun,Manhattan,Upper West Side,40.78807,-73.97406,United States,US,True,moderate,Private room,2009.0,$259 ,$52 ,1.0,0.0,,,1.0,1.0,245.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
46178371,Cozy private room in Williamsburg,37305435279,verified,Esperanza,Brooklyn,Williamsburg,40.71262,-73.94156,United States,US,True,flexible,Private room,2007.0,$432 ,$86 ,2.0,1.0,5/27/2019,0.7,5.0,1.0,248.0,,
31641283,Private Room @South Slope Sanctuary,54992710899,verified,Zahra,Brooklyn,Sunset Park,40.65793,-73.99129,United States,US,False,strict,Private room,2006.0,$920 ,$184 ,3.0,9.0,2/5/2022,0.87,2.0,1.0,121.0,,
47194051,Clean & nice room near Central Park/2min to subway,17511179630,unconfirmed,Felix,Manhattan,Harlem,40.80436,-73.95649,United States,US,False,flexible,Private room,2007.0,$59 ,$12 ,45.0,1.0,10/6/2017,0.05,2.0,1.0,0.0,,
6013459,Charming Carroll Gardens 2 bed apt,20348076636,unconfirmed,Gideon,Brooklyn,Carroll Gardens,40.68153,-74.0016,United States,US,True,flexible,Entire home/apt,2003.0,$887 ,$177 ,2.0,118.0,6/19/2019,2.51,1.0,1.0,87.0,,
36481088,Cozy Luxurious  Apartment.,6680575338,verified,Mia,Staten Island,Howland Hook,40.63018,-74.17485,United States,US,False,moderate,Entire home/apt,2006.0,$215 ,$43 ,3.0,27.0,8/29/2021,0.4,2.0,1.0,117.0,,
27882329,"Amazing ,quiet, cozy, 1 bedroom on Union Square E",43436803981,unconfirmed,Geraldo,Manhattan,Gramercy,40.73684,-73.98797,United States,US,False,flexible,Entire home/apt,2020.0,$737 ,$147 ,1.0,0.0,,,2.0,1.0,,,
45924866,Cozy East Village Apartment,60046640303,unconfirmed,Jenny,Manhattan,East Village,40.72292,-73.98732,United States,US,True,flexible,Entire home/apt,2017.0,$507 ,$101 ,2.0,3.0,8/30/2017,0.13,3.0,1.0,0.0,,
6222228,Master bedroom in artsy Bushwick,77745485819,verified,Sarah,Brooklyn,Bushwick,40.70464,-73.91596,United States,US,True,flexible,Private room,2007.0,$951 ,$190 ,5.0,1.0,7/27/2015,0.02,1.0,1.0,320.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
19930866,Reign in your castle,84681068304,unconfirmed,Marisa,Queens,Flushing,40.75785,-73.81948,United States,US,True,flexible,Entire home/apt,2013.0,$522 ,$104 ,3.0,21.0,6/13/2019,2.09,4.0,1.0,152.0,,
29112301,New York Big Room,48697240962,unconfirmed,Fernando,Queens,Bayside,40.75609,-73.76889,United States,US,False,moderate,Private room,2015.0,$133 ,$27 ,1.0,98.0,2/27/2022,2.61,2.0,3.0,75.0,,
17801197,Cat on a Venue,8860581628,verified,Benjamin,Brooklyn,Flatbush,40.65104,-73.96275,United States,US,False,moderate,Private room,2009.0,"$1,084 ",$217 ,5.0,1.0,4/29/2018,0.07,5.0,1.0,0.0,,
42519936,Cosy private bedroom in UES/Harlem,87199507317,unconfirmed,Petra,Manhattan,East Harlem,40.79342,-73.93889,United States,US,True,strict,Private room,2022.0,"$1,156 ",$231 ,2.0,3.0,3/30/2019,0.84,4.0,3.0,10.0,,
42657459,2 Rooms in pvt house-15 mins to NYC & free ferry,74922058405,verified,Mohsin,Staten Island,Emerson Hill,40.61035,-74.11711,United States,US,True,moderate,Entire home/apt,2004.0,$272 ,$54 ,2.0,11.0,7/3/2019,3.88,5.0,3.0,38.0,,
34216658,Spacious entirely remodeled apartment in Bedstuy!,77404440280,unconfirmed,Fred,Brooklyn,Bedford-Stuyvesant,40.68813,-73.94723,United States,US,False,flexible,Entire home/apt,2019.0,$674 ,$135 ,1.0,2.0,12/28/2021,0.86,5.0,1.0,20.0,,
2999005,"BIG, BRIGHT, STYLISH + CONVENIENT",40746270692,unconfirmed,Kerstin,Brooklyn,Bedford-Stuyvesant,40.69112,-73.95203,United States,US,True,moderate,Private room,2020.0,$674 ,$135 ,3.0,90.0,6/17/2019,1.39,2.0,1.0,76.0,"No smoking, this is non-negotiable.  No illegal drug use and we make no exceptions.  We do not allow additional guests or parties.  We expect respectful behavior, particularly late at night. We can allow friendly, house- trained dogs.  We have a dog of our own, so its important that your dog be under your charge at all times.  You may not leave your dog in the apartment alone.  You will be responsible for any damage pets may incur, including paying for cleaning of carpets should they be soiled.",
50075400,"Spacious, Clean and Comfy 2 Bedroom",72326113442,verified,Alex,Brooklyn,Bedford-Stuyvesant,40.68385,-73.9523,United States,US,True,flexible,Entire home/apt,2020.0,$151 ,$30 ,2.0,66.0,6/30/2019,2.01,2.0,2.0,55.0,"Be respectful of our neighbors - No loud music or parties, please.",
55110167,Private room in trendy Williamsburg,85425069637,unconfirmed,Kandi,Brooklyn,Williamsburg,40.7098,-73.9418,United States,US,True,flexible,Private room,2004.0,"$1,151 ",$230 ,2.0,6.0,1/2/2019,0.66,5.0,3.0,173.0,,
32490168,Teresa,77365276118,verified,Lazaro,Manhattan,East Harlem,40.80234,-73.94389,United States,US,True,strict,Entire home/apt,2014.0,$847 ,$169 ,3.0,15.0,1/17/2022,1.36,5.0,1.0,151.0,,
17965231,Astoria Prime,72057004947,unconfirmed,Jay,Queens,Astoria,40.77451,-73.92712,United States,US,False,flexible,Entire home/apt,2003.0,$373 ,$75 ,2.0,68.0,6/29/2019,4.33,4.0,1.0,64.0,"Please remove shoes when entering and while on board. No smoking, pets, or children.  No loud music, partying or extra guests. This is a quiet space, so please respect the boat because it is our full time home.  Check in time is after 3:00pm and check out is noon.",
43721189,Cozy room in Williamsburg,72565487783,verified,Noelle,Brooklyn,Williamsburg,40.71212,-73.96086,United States,US,True,flexible,Private room,2012.0,$358 ,$72 ,1.0,0.0,,,1.0,1.0,0.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.",
38203712,Cozy and clean Entire place 10min to LGA/ US Open,93137673360,verified,Vicky,Queens,College Point,40.78148,-73.84857,United States,US,True,moderate,Entire home/apt,2004.0,"$1,102 ",$220 ,30.0,10.0,4/25/2020,0.39,4.0,1.0,0.0,,
31449083,Large UWS Apt close to Central Park,19425783521,verified,Jenny,Manhattan,Upper West Side,40.80062,-73.96219,United States,US,False,moderate,Private room,2016.0,$664 ,$133 ,7.0,78.0,2/7/2022,1.29,2.0,2.0,249.0,,
5481594,The Most Affordable 3BR Apartment,49208677868,verified,Junior,Bronx,Mount Hope,40.84626,-73.90473,United States,US,True,moderate,Entire home/apt,2017.0,"$1,146 ",$229 ,2.0,80.0,6/15/2019,1.66,3.0,2.0,155.0,No Loud Music,
47292361,Cozy Small Studio in Manhattan! East Village!,71689788803,verified,Rafael,Manhattan,East Village,40.72982,-73.98593,United States,US,True,strict,Entire home/apt,2010.0,$51 ,$10 ,2.0,2.0,11/14/2018,0.11,2.0,1.0,0.0,,
2389818,nice room in bedstuy M,97573625651,unconfirmed,Randy,Brooklyn,Bedford-Stuyvesant,40.68322,-73.95085,United States,US,False,moderate,Private room,2018.0,$852 ,$170 ,1.0,142.0,6/13/2019,1.95,5.0,15.0,413.0,"No smocking inside, no party, no loud music after 11PM.",
49456272,"Two-Bedroom Apartment, 10 Minutes to Manhattan",71008145302,verified,Jason,Queens,Astoria,40.7626,-73.91341,United States,US,False,strict,Entire home/apt,2022.0,"$1,123 ",$225 ,30.0,6.0,6/19/2019,0.17,5.0,8.0,201.0,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK. I have a cute and quiet mixed chihuahua. I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand. Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,
22738759,"Cool, Clean and Close to All !",11558799741,unconfirmed,Todd,Brooklyn,Crown Heights,40.6775,-73.9634,United States,US,False,moderate,Entire home/apt,2003.0,$702 ,$140 ,3.0,1.0,12/13/2018,0.14,3.0,1.0,90.0,#NAME?,
15052953,The Enchanted Pearl Bed & Breakfast ️,89675486576,unconfirmed,Janae,Manhattan,Harlem,40.81698,-73.93968,United States,US,True,moderate,Private room,2021.0,"$1,000 ",$200 ,1.0,9.0,11/12/2017,0.39,5.0,1.0,89.0,"Dear Guest, Thank you for appreciating that I live in a building with other people. Please always lock all doors (especially the front one) when coming and going.",
10534586,"Newly Renovated, Cozy Brooklyn Room w/terrace",53998106921,verified,Peyton,Brooklyn,Bushwick,40.70381,-73.91922,United States,US,True,flexible,Private room,2016.0,$775 ,$155 ,2.0,0.0,,,1.0,1.0,0.0,"This is a non-smoking residence.  There is light housekeeping (washing of linens (biweekly), towels, removal of kitchen trash) but guests are expected to clean up after themselves and keep the area tidy, including removing hair from the bathtub and sink and washing dishes right away.  Remove shoes in the apartment. Slippers are OK. Turn off lights when exiting a room or hallway. Guests are not permitted without prior authorization. Overnight guests are not allowed.  Be courteous to others in the household.  Additional rules will be in the house manual, available upon arrival. ",
37275295,Entire Loft Suite! Private Entrance! Prime W'brg!,9121000956,unconfirmed,B & D,Brooklyn,Williamsburg,40.72013,-73.95841,United States,US,False,strict,Private room,2012.0,"$1,137 ",$227 ,3.0,131.0,4/26/2021,2.06,2.0,1.0,5.0,,
17146170,Splendid on The Park,7206097948,unconfirmed,Diane And Craig,Manhattan,Harlem,40.80638,-73.94415,United States,US,False,strict,Entire home/apt,2021.0,$153 ,$31 ,3.0,29.0,2/20/2019,1.79,4.0,2.0,235.0,"-Please don't wear shoes inside the apartment (shoes should be removed in the area just inside the door to the apartment). -Please DO wear shoes while out in the courtyard. -Please keep the doors to the apartment locked at all times. -Please recycle -Please don't move/remove the portable A/C from the bedroom window.  -Please ensure that your bedroom windows are closed and securely locked when running the heat or A/C, before leaving the apartment and before going to bed. -Please ensure that the courtyard gate is closed and securely locked before leaving the apartment and before going to bed. -Please rinse off any dishes/flatware that you use and place them into the dishwasher after use. -Please help conserve energy (and my electricity bill!) by doing the following when you going to bed and when you are leaving: turn lights off, turn the thermostat down to between 60-65 degrees F (colder months), turn the A/C up to 75 degrees F or just turn it off entirely (warmer months). -Please NO smo",
18111590,Private room in Manhattan(2名個室),83594327664,verified,Ky-Tsuyo,Manhattan,East Harlem,40.8003,-73.93829,United States,US,False,flexible,Private room,2012.0,"$1,145 ",$229 ,7.0,26.0,6/21/2019,1.7,3.0,2.0,26.0,,
48734968,Comfortable 2-bedroom centrally located in NYC!,63123282449,unconfirmed,Marissa,Manhattan,Kips Bay,40.74429,-73.97663,United States,US,True,moderate,Entire home/apt,2018.0,$540 ,$108 ,2.0,2.0,9/19/2016,0.05,5.0,1.0,192.0,,
19511118,COZY ROCKAWAY BEACH BUNGALOW 1 BEDROOM,70538291840,verified,Jeremy,Queens,Rockaway Beach,40.58756,-73.81371,United States,US,True,flexible,Entire home/apt,2019.0,$845 ,$169 ,1.0,41.0,7/2/2019,3.34,5.0,2.0,140.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
41650616,Cozy LES 1 Bedroom!,52526299978,verified,Stephen,Manhattan,Lower East Side,40.72003,-73.98588,United States,US,True,moderate,Entire home/apt,2009.0,$970 ,$194 ,2.0,12.0,11/25/2018,0.74,3.0,1.0,0.0,,
41048609,Comfy garden level room at Brooklyn&Breakfast,26378649835,unconfirmed,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.678,-73.97118,United States,US,False,flexible,Private room,2020.0,"$1,100 ",$220 ,1.0,186.0,7/6/2019,3.99,1.0,13.0,293.0,,
